g,Tau_Mix,End_Time
0.0,0.04625290303836296,0.09999999999999999
0.01,4.2895435208141715,0.09999999999999999
0.1,0.44488392159991713,0.38000000000000017
0.2,0.30975852035608403,0.6800000000000004
0.5,7.098977503742295,18.950000000000163
1.0,0.9355127070430121,3.839999999999962
1.5,0.9071104537945499,3.5499999999999683
2.0,1.3136802031106358,5.269999999999932
